file_number	genotype_raw	phenotype_binary	complexity_entropy
3	2,6,0,4,5,3,4,1,5,4,2,5,5,4,0	10101101010010101101011010110101101010010101101011	39.51
4	0,3,5,2,0,1,6,5,0,3,7,0,3,0,1	11111111111111100111111111111100111111111111110011	31.04
6	4,4,2,0,3,3,4,3,0,2,7,1,0,0,5	11000111111110011111111001111111100111111110011111	31.04
7	4,2,4,4,6,7,7,2,1,7,1,3,6,1,3	10101101011010110101101011010010100101101011010110	36.69
8	2,4,1,3,2,0,7,1,7,0,4,4,0,2,6	10111111110011111111001111111101111111100111111110	33.86
9	5,2,3,4,3,1,5,4,5,1,2,7,2,5,3	10110111011001101110110111011101101110110011011101	45.15
10	0,5,4,2,0,4,6,3,0,3,3,1,6,6,1	11111111111111111111111111011111111111111111111011	25.4
11	7,2,3,4,2,5,7,3,4,4,6,3,6,7,4	10010110110100101101101001011011010010110110100101	33.86
12	4,0,5,1,3,4,4,0,1,6,5,2,6,4,3	10010110110100101101101011011010010110110100101101	42.33
13	0,6,0,6,0,6,7,0,2,5,5,4,6,6,4	10101010110101010101010101010101001010101010101010	33.86
15	0,0,7,3,7,0,6,2,6,6,3,2,6,2,4	11010101101010100101010110101010110101011010101011	36.69
16	7,6,1,0,7,2,5,2,4,1,4,0,2,5,5	11111100011111110000111111000011111110001111111000	33.86
17	0,7,0,3,2,2,7,3,0,5,2,1,5,7,0	11111111111111111111111111111110111111111111111111	19.75
18	4,5,3,5,5,5,7,2,1,1,2,5,1,7,5	11001111001111001111001111101111101111101111101111	31.04
20	0,0,2,1,4,0,2,5,1,5,1,7,7,2,1	11010100101010100101010100101010010101010010101010	31.04
21	3,5,6,6,2,7,2,7,3,5,7,4,2,5,7	11111000001111100000111110000011111100000111110000	31.04
22	2,2,1,3,7,7,1,5,4,1,0,2,6,4,6	10111011010000000000000000000000000000000000000000	31.04
23	2,1,6,2,7,2,7,0,3,2,7,3,2,7,2	11111110111111110111111110111111110111111110111111	22.58
24	6,4,0,2,6,0,0,0,4,4,1,3,2,7,6	11110010011011000000000000000000000000000000000000	33.86
25	1,6,7,4,3,1,0,3,3,7,2,0,7,6,6	10010101010100101010101101010101011010101010110101	33.86
26	7,7,4,7,6,6,0,3,2,2,4,1,3,3,1	11010110101001010000000000000000000000000000000000	31.04
28	1,1,5,4,3,1,6,0,7,3,7,7,1,1,0	10110110110011011011011101101101100110110110110011	42.33
29	1,5,3,6,7,2,3,3,5,0,1,1,4,7,1	11111001111110111111001111100111110011111100111110	39.51
30	1,7,0,4,4,3,4,1,2,4,7,0,2,6,5	11111100011111100011111100001111110001111110001111	33.86
