ID	Cusps	OPC
1255	0	12.000000
1256	1	9.000000
1257	1	10.500000
1258	0	9.500000
1259	1	10.250000
1260	1	8.500000
1261	0	11.875000
1262	1	10.500000
1263	0	11.000000
1264	1	10.500000
1265	1	9.750000
1266	47	408.875000
1267	1	20.000000
1268	1	10.250000
1269	1	9.250000
1270	0	8.250000
1271	1	10.500000
1272	0	8.250000
1273	1	10.500000
1274	1	12.500000
1275	1	8.375000
1276	1	24.250000
1277	0	12.000000
1278	0	3.250000
1279	1	11.500000
1280	1	10.500000
1281	0	9.500000
1282	1	9.500000
1283	1	10.500000
1284	0	5.500000
1285	1	12.000000
1286	1	10.500000
1287	6	65.250000
1288	0	4.500000
1289	0	7.250000
1290	1	8.000000
1291	1	10.500000
1292	1	22.000000
1293	1	8.250000
1294	1	16.750000
1295	0	11.750000
1296	1	27.750000
1297	1	10.500000
1298	1	30.500000
1299	1	21.125000
1300	1	20.250000
1301	1	10.250000
1302	0	3.750000
1303	0	11.500000
1304	0	9.750000
1305	0	11.500000
1306	1	28.000000
1307	1	10.375000
1308	1	8.500000
1309	1	10.250000
1310	1	10.500000
1311	0	8.500000
1312	3	30.000000
1313	1	10.500000
1314	1	9.500000
1315	0	9.500000
1316	1	12.750000
1317	1	8.500000
1318	0	8.250000
1319	1	8.500000
1320	0	12.000000
1321	0	10.250000
1322	1	10.125000
1323	12	180.125000
1324	1	20.375000
1325	1	12.000000
1326	1	19.500000
1327	1	26.875000
1328	1	9.250000
1329	0	8.500000
1330	1	10.500000
1331	1	11.000000
1332	1	11.000000
1333	1	21.750000
1334	1	11.000000
1335	1	10.500000
1336	1	10.500000
1337	1	21.250000
1338	0	11.875000
1339	1	10.500000
1340	1	11.000000
1341	1	10.500000
1342	0	10.000000
1343	1	9.750000
1344	1	9.500000
1345	39	465.375000
1346	1	15.500000
1347	0	11.500000
1348	1	11.500000
1349	0	10.500000
1350	0	9.500000
1351	1	16.000000
1352	0	12.000000
1353	1	10.000000
1354	6	187.875000
1355	1	8.500000
1356	0	5.500000
1357	0	8.500000
1358	0	8.500000
1359	0	9.500000
1360	1	10.500000
1361	0	9.500000
1362	1	10.750000
1363	0	2.250000
1364	0	2.750000
1365	1	10.375000
1366	1	9.500000
1367	1	18.875000
1368	1	9.500000
1369	11	297.875000
1370	0	9.750000
1371	0	12.000000
1372	0	9.500000
1373	0	7.250000
1374	0	9.500000
1375	1	8.750000
1376	1	8.500000
1377	0	9.500000
1378	1	9.000000
1379	0	8.500000
1380	1	8.500000
1381	0	8.500000
1382	0	2.250000
