ID	Cusps	OPC
7619	0	10.375000
866	1	10.750000
1479	0	12.000000
724	0	2.250000
9528	3	32.625000
9418	28	201.500000
1124	0	8.500000
1201	1	26.375000
9813	11	263.250000
6270	68	575.875000
7832	1	20.625000
4294	27	940.250000
3332	0	8.500000
950	1	14.250000
4855	0	8.500000
4832	1	8.500000
2702	1	9.500000
7472	0	9.250000
9494	1	22.500000
6726	1	9.500000
7420	12	101.625000
4504	1	12.250000
9134	1	17.625000
9946	1	40.500000
4041	0	12.000000
529	0	11.750000
7260	0	12.000000
1770	1	9.500000
7948	1	11.750000
2845	1	10.500000
3802	0	8.500000
4468	0	9.500000
5326	1	10.500000
4147	1	10.500000
6729	1	25.000000
3527	2	44.250000
8350	1	10.500000
266	0	18.375000
1155	0	34.000000
8359	1	11.750000
1209	1	10.500000
2050	1	15.750000
7116	0	3.250000
9728	0	12.000000
7649	1	8.500000
4995	0	11.875000
2086	0	10.500000
2405	5	41.125000
7397	1	9.250000
3664	0	11.500000
7894	1	10.500000
8035	1	8.500000
3202	0	11.500000
4857	1	9.750000
8528	0	10.375000
2827	1	10.500000
7665	4	72.250000
8794	1	9.500000
6072	1	9.500000
4503	0	11.750000
8699	1	10.500000
9321	1	14.500000
1355	0	8.250000
7909	0	10.500000
1785	21	237.500000
5460	1	24.750000
5341	0	2.750000
9053	1	33.250000
4837	1	10.000000
9998	1	33.875000
1619	0	12.000000
9703	1	8.000000
860	1	11.625000
2402	0	12.000000
9911	1	25.000000
2676	1	8.500000
7231	0	9.500000
5597	0	9.500000
9636	1	9.500000
1451	0	9.000000
2146	0	8.000000
6480	0	4.500000
4938	15	203.375000
7809	1	16.750000
1297	0	8.750000
5439	1	8.000000
129	0	12.000000
5927	3	92.750000
7043	1	9.500000
7254	2	124.000000
8175	0	2.250000
6971	0	9.250000
377	0	8.375000
6613	1	9.500000
840	0	3.250000
8380	0	8.500000
4410	0	11.750000
7484	1	10.500000
6247	1	10.500000
7923	1	12.250000
