ID	Cusps	OPC
1977	0	12.000000
9048	1	10.750000
9433	1	48.000000
6888	1	11.500000
3904	0	8.750000
6763	44	404.375000
2225	8	39.750000
2819	1	10.500000
3322	1	10.250000
2954	2	41.000000
5206	1	13.500000
2494	1	10.500000
8021	1	11.500000
554	0	8.500000
9999	0	2.250000
9782	0	11.000000
8633	1	35.000000
900	0	9.500000
6090	2	30.625000
8275	0	8.250000
2875	16	192.625000
4576	0	7.750000
3622	0	8.500000
4249	1	11.000000
3594	18	309.250000
4632	1	9.000000
1390	1	10.250000
3301	0	2.750000
3463	0	8.500000
9440	1	25.250000
7878	0	8.500000
9405	1	9.250000
4502	1	21.250000
6490	1	10.500000
4882	0	9.500000
8213	0	5.500000
6074	0	2.250000
7467	1	13.500000
1744	1	11.750000
2026	0	6.250000
6183	1	10.500000
2307	0	11.500000
4452	9	97.625000
2647	1	10.750000
136	0	2.250000
3903	0	7.250000
3891	1	8.500000
422	1	18.000000
7095	0	11.875000
3190	0	2.750000
2896	1	10.500000
7522	0	11.500000
1993	0	2.500000
367	1	60.625000
7976	1	25.750000
4140	1	10.375000
9681	1	18.750000
6449	1	9.750000
7632	0	8.500000
1597	0	8.500000
3138	1	10.750000
4975	1	18.500000
835	1	8.250000
7833	1	10.500000
623	1	14.250000
8944	0	8.500000
8250	0	2.250000
945	1	10.500000
1473	0	10.500000
9143	0	8.500000
8048	1	10.500000
1535	0	2.250000
2545	11	96.875000
9708	1	29.750000
9643	1	9.500000
8961	0	11.500000
7614	0	4.500000
1758	1	9.500000
4778	1	8.250000
976	1	10.125000
8365	1	12.500000
8146	0	12.250000
6646	1	9.500000
6803	1	18.000000
2108	0	9.500000
7161	0	8.500000
6147	1	10.500000
9801	2	45.000000
1218	1	10.500000
8139	1	19.625000
5425	0	19.875000
3450	0	11.500000
7138	0	9.500000
7948	1	11.750000
1370	0	12.000000
1092	0	10.250000
3403	7	63.625000
1961	0	10.250000
3998	1	19.750000
1038	0	9.500000
7415	1	22.250000
8967	30	514.375000
6800	0	4.500000
2847	1	16.500000
4902	2	2.250000
650	5	111.000000
2056	1	13.250000
1573	1	10.250000
6942	1	91.250000
9453	1	9.750000
7698	0	8.250000
7035	0	11.000000
2554	1	10.500000
3751	1	9.375000
7882	1	10.500000
4132	0	4.500000
3921	0	8.500000
3440	0	90.000000
3467	0	9.750000
5610	0	10.500000
3879	1	8.500000
8467	5	115.375000
7166	1	8.500000
8043	1	9.500000
3927	1	28.125000
487	1	9.500000
1330	1	9.250000
6880	0	12.000000
2135	1	8.500000
4966	0	2.250000
8120	1	17.500000
9307	1	9.375000
220	1	14.250000
5210	1	9.500000
1948	1	8.250000
9553	1	8.500000
4173	1	24.000000
8613	1	27.000000
8502	0	10.500000
5310	1	10.250000
2998	0	3.750000
9936	1	9.375000
5998	0	12.000000
9814	1	11.500000
1083	1	23.250000
8636	1	10.000000
6232	1	8.500000
7036	0	8.500000
1802	1	8.750000
5953	0	9.500000
9276	0	8.250000
290	0	2.250000
2911	0	9.000000
9722	0	11.500000
9529	1	10.500000
7042	0	4.750000
5611	0	11.250000
8923	1	10.500000
7181	1	10.500000
9244	1	9.500000
9894	0	10.500000
2356	11	85.500000
2191	0	16.500000
2862	0	11.750000
2166	0	8.500000
1815	1	16.000000
6989	24	333.250000
7055	1	10.375000
8379	1	8.250000
2170	1	10.250000
1451	0	9.000000
5382	5	74.875000
2655	1	8.500000
3710	1	11.500000
5780	1	24.750000
6788	0	3.500000
7208	6	69.000000
7627	1	11.000000
7510	1	8.375000
923	0	3.250000
1715	1	9.375000
385	1	10.500000
1664	1	9.750000
7077	0	11.875000
9949	1	57.000000
7826	0	8.375000
8338	0	8.500000
4373	0	8.500000
5295	1	10.500000
9532	0	10.250000
4968	1	8.250000
2766	0	11.000000
8715	1	24.125000
5054	1	32.000000
3549	1	8.500000
971	1	10.500000
6509	0	8.375000
6230	1	10.250000
6471	1	13.000000
8936	1	13.000000
7712	0	8.500000
1255	0	2.250000
9881	1	8.500000
8666	1	9.500000
3338	0	12.000000
9664	1	10.500000
7263	1	8.250000
4835	1	9.000000
3400	0	11.250000
8749	0	10.500000
9213	8	115.625000
4011	0	8.500000
2532	1	9.750000
4849	0	6.500000
3368	0	13.000000
6937	1	10.500000
6360	0	9.250000
1016	1	9.500000
798	0	12.000000
5271	1	9.500000
7015	0	12.000000
1296	0	12.000000
9705	0	12.000000
5001	1	8.500000
809	3	152.250000
6690	0	8.250000
9645	0	8.250000
1109	1	10.375000
8980	46	363.125000
4907	1	8.500000
5677	1	18.250000
2710	0	12.000000
4652	1	19.625000
8159	105	1141.375000
6464	0	12.000000
1415	0	11.500000
5943	1	17.250000
887	0	9.500000
6025	1	10.500000
8968	1	8.500000
5855	1	8.500000
2084	1	9.500000
6181	1	10.500000
152	0	3.250000
1894	0	3.750000
2806	1	10.500000
9794	1	9.750000
6191	1	8.500000
9312	0	9.500000
9623	1	12.750000
1907	1	20.875000
4267	0	8.500000
4364	1	8.500000
8500	1	11.000000
5978	1	8.500000
9526	1	10.500000
5412	1	9.750000
7797	51	579.125000
6426	0	10.250000
2803	1	9.500000
258	0	11.500000
7985	1	8.500000
6965	0	11.750000
3637	10	161.375000
5651	0	9.500000
1060	1	16.500000
5595	0	5.500000
1543	1	20.250000
7384	11	138.875000
3971	0	12.000000
6567	1	10.375000
2122	0	12.000000
7262	0	11.500000
6322	1	9.750000
8969	1	11.250000
560	0	10.500000
4182	0	2.500000
1958	0	12.000000
9009	1	9.750000
3458	0	7.250000
6711	1	10.000000
8907	0	12.000000
6873	0	12.000000
144	1	9.500000
5620	0	8.500000
4714	0	11.500000
3297	1	9.500000
1887	3	62.875000
1570	0	11.750000
6320	0	9.500000
3774	1	21.750000
5586	0	10.500000
9635	0	12.000000
6851	0	11.875000
6868	1	16.125000
583	1	9.750000
3475	0	9.250000
2071	1	15.250000
1886	1	9.500000
9935	1	83.000000
2797	0	9.250000
25	0	10.500000
2066	1	10.750000
4475	0	8.500000
5566	1	17.875000
7658	1	19.375000
9144	1	10.250000
687	2	22.250000
1176	0	32.000000
6902	0	11.000000
1805	0	4.500000
2362	1	17.500000
9983	0	6.500000
9363	0	11.750000
8140	0	8.750000
6353	0	8.500000
5434	0	9.500000
1303	0	8.750000
4541	1	11.500000
3810	3	45.125000
9872	1	14.750000
6626	1	10.500000
1292	0	12.000000
3799	1	11.500000
9441	0	12.000000
4112	0	9.500000
6054	0	8.500000
9558	0	2.500000
7569	0	10.500000
6427	0	11.000000
9497	0	11.875000
9924	15	144.375000
3610	1	16.250000
4073	0	12.000000
562	1	9.250000
2312	1	9.500000
1024	0	2.750000
2611	1	8.500000
1004	0	8.250000
6482	1	16.875000
8221	1	8.000000
2731	0	10.000000
9452	1	10.500000
719	1	10.500000
1881	0	5.500000
1800	0	9.000000
7784	5	229.000000
5043	1	8.250000
9910	1	10.500000
4089	0	5.000000
2319	2	2.250000
7219	1	10.500000
2865	1	14.500000
4786	8	172.125000
8660	1	10.500000
2258	0	9.000000
3308	1	8.500000
8760	1	9.500000
820	1	14.000000
4492	1	8.500000
1505	0	10.500000
8511	0	11.500000
9716	1	11.250000
5934	1	10.500000
8360	0	9.500000
6104	1	14.750000
124	1	8.750000
6766	1	11.125000
6746	1	14.000000
3957	0	9.750000
5533	1	10.375000
4736	1	10.500000
177	0	9.000000
4806	1	9.375000
9254	0	5.500000
5037	0	10.875000
3541	1	10.500000
8191	0	8.500000
3070	0	11.500000
3524	0	9.500000
9974	1	8.375000
2602	0	11.750000
641	1	9.250000
3766	0	11.000000
8491	1	10.500000
6882	1	10.500000
6472	1	14.750000
6456	1	13.250000
3711	0	9.500000
795	1	8.500000
4201	1	10.500000
1884	1	9.500000
6892	0	69.000000
6030	6	145.875000
2743	0	4.500000
9729	1	10.500000
1168	1	11.000000
8129	0	2.250000
1902	0	2.750000
2003	0	2.750000
5075	0	11.000000
5598	0	12.000000
5661	1	10.250000
7354	1	10.500000
8006	1	10.500000
7809	1	16.750000
1345	1	10.500000
387	0	9.250000
7874	1	13.000000
5645	0	10.000000
2699	1	13.000000
1910	1	10.500000
8077	1	10.500000
4210	0	5.500000
6578	3	59.500000
7722	1	10.500000
3691	9	60.625000
3843	1	9.500000
5765	0	9.000000
9847	1	10.500000
5859	1	12.250000
1555	1	10.500000
6395	0	11.500000
1827	1	10.500000
4712	1	10.000000
5097	1	9.500000
6575	0	10.000000
7402	43	349.625000
3805	0	11.500000
304	1	9.500000
8804	1	15.250000
2975	0	11.500000
7502	0	9.375000
8672	0	8.500000
6142	1	10.000000
5198	1	18.500000
4857	1	9.750000
3051	2	55.250000
2526	1	24.750000
5152	1	10.500000
42	1	14.000000
7800	0	2.250000
86	1	9.500000
4135	0	5.000000
6108	1	10.250000
7071	0	11.250000
9273	1	10.500000
6871	1	11.000000
5571	28	362.625000
6698	1	10.500000
4152	1	10.500000
1444	1	9.500000
5554	0	2.250000
8075	0	8.500000
8839	0	11.000000
6961	1	10.500000
8131	1	20.750000
5106	1	88.750000
683	0	9.500000
5517	1	9.250000
8590	1	10.625000
4667	0	8.500000
2447	1	9.750000
1710	1	9.250000
6824	0	12.000000
5729	0	11.375000
9377	1	54.000000
3195	1	21.875000
6346	6	185.125000
6493	17	126.375000
6820	0	8.500000
4049	1	8.500000
3796	3	95.125000
597	0	11.750000
6876	24	160.125000
6315	0	10.500000
7912	1	8.500000
668	19	176.750000
3423	0	10.500000
8073	0	8.250000
8446	0	12.000000
5498	0	11.250000
7236	1	9.250000
9614	1	19.500000
2254	1	9.500000
3312	1	10.500000
2708	1	11.000000
5678	1	11.000000
3977	1	11.125000
5535	0	11.750000
5995	1	16.000000
7058	0	9.375000
1201	1	26.375000
2332	0	4.500000
3203	1	10.500000
7129	1	8.500000
3960	0	12.000000
434	1	8.500000
950	1	14.250000
9076	0	3.000000
6531	0	9.500000
1587	13	143.625000
7588	2	19.500000
1863	1	8.500000
227	1	8.500000
4407	0	10.750000
9978	1	10.125000
8410	0	11.875000
6519	0	15.250000
7637	1	9.500000
4953	0	9.250000
3850	1	20.375000
9958	1	11.000000
4825	1	10.500000
4473	0	7.250000
9876	1	11.500000
3883	1	15.750000
7385	0	11.500000
1468	1	9.250000
3649	1	9.375000
4159	1	8.500000
2932	11	134.625000
8116	1	8.500000
9570	0	5.750000
6797	1	8.500000
9341	1	12.000000
4816	0	10.500000
4234	0	9.500000
8289	1	10.250000
6138	1	10.500000
8142	0	9.500000
8766	1	33.750000
8464	1	10.250000
2704	1	33.750000
5355	0	3.750000
7854	1	9.250000
772	1	8.500000
5754	0	12.000000
9757	0	12.000000
9384	0	3.250000
3240	1	23.000000
3940	2	67.375000
6361	0	8.000000
9096	1	9.500000
1693	1	22.000000
1258	0	11.625000
9518	1	29.000000
6020	1	11.500000
9044	1	11.000000
9116	0	14.750000
4394	3	44.125000
6401	1	10.500000
1510	0	11.000000
2533	1	8.500000
1603	1	26.500000
9865	7	178.875000
7101	1	10.500000
6677	1	23.000000
3327	0	8.500000
5073	1	11.750000
438	1	27.750000
3521	8	88.750000
1469	0	12.000000
9289	1	14.625000
2560	8	53.250000
9139	1	9.000000
8085	0	9.500000
893	1	11.625000
3360	13	271.750000
1309	2	43.875000
3968	23	356.250000
4168	16	243.000000
8875	1	9.000000
9296	1	11.000000
2194	1	10.500000
3081	0	3.250000
355	1	11.000000
7411	1	17.875000
7624	1	19.500000
5291	1	10.500000
1341	0	9.500000
3630	1	10.500000
3570	1	10.500000
4470	1	9.500000
2162	1	9.250000
7418	1	20.500000
9110	1	21.250000
2542	1	13.000000
6441	0	10.500000
6070	1	12.500000
7670	0	8.250000
2128	0	9.500000
1067	1	20.750000
7182	1	10.500000
3208	0	7.250000
6313	1	10.500000
8840	1	10.500000
1241	1	10.500000
7107	1	10.250000
1611	1	10.250000
7531	2	24.000000
8743	1	9.500000
1318	0	10.250000
8774	1	8.375000
800	1	8.500000
6454	0	10.500000
1891	0	10.500000
6027	1	11.250000
104	1	22.375000
1102	1	9.375000
9501	0	12.000000
4227	1	20.000000
1944	2	37.625000
5663	1	2.250000
3178	0	2.250000
6225	0	8.000000
7860	0	2.250000
8627	0	11.750000
8087	1	10.500000
688	1	10.500000
6506	0	36.000000
4946	1	8.250000
5917	0	8.625000
2451	14	174.750000
2887	11	123.500000
4956	0	10.500000
5735	14	167.875000
5085	0	2.250000
4232	0	9.500000
4561	1	14.000000
8386	0	10.500000
1949	0	56.750000
3064	0	11.750000
8418	1	23.125000
1738	1	11.875000
9343	1	10.500000
6188	39	455.500000
7109	0	9.000000
5307	1	30.250000
9760	0	5.500000
3800	1	9.750000
636	1	14.750000
310	1	11.750000
1991	0	2.250000
3501	1	10.500000
7294	0	2.250000
8343	1	10.500000
2650	1	23.500000
7388	1	10.500000
7091	1	10.250000
244	196	4841.625000
6403	1	19.000000
4246	1	9.375000
3061	0	9.250000
8461	4	46.875000
4879	1	10.500000
3959	1	9.250000
2770	1	16.500000
356	1	10.500000
7472	0	9.250000
1831	0	2.250000
2347	0	3.250000
3679	1	26.500000
2183	0	9.500000
1516	0	9.000000
6305	32	250.250000
7492	1	10.500000
5261	0	8.500000
655	1	10.000000
4869	1	10.500000
1431	6	34.625000
2498	0	2.250000
4431	1	12.250000
128	1	11.500000
4451	0	4.500000
5727	0	12.000000
9175	0	5.500000
9381	0	10.250000
5860	0	12.000000
3395	19	300.375000
5898	1	20.000000
3335	1	11.000000
7025	1	10.000000
7930	1	13.500000
3808	6	92.500000
4683	1	9.500000
7443	1	10.500000
6448	0	5.000000
9622	1	21.750000
3394	0	10.500000
7267	1	8.500000
3937	1	10.500000
7909	0	10.500000
2387	0	10.500000
3958	0	12.000000
1344	1	10.500000
8763	0	5.000000
6499	0	10.750000
879	0	9.500000
6430	0	8.500000
6213	17	99.875000
3547	1	23.000000
6885	11	205.375000
9073	1	14.250000
8790	0	8.500000
6133	0	11.500000
3913	1	9.250000
8166	0	8.125000
3656	1	8.500000
5977	1	9.500000
76	1	8.500000
8407	1	8.500000
7454	0	2.750000
462	0	8.375000
3111	1	10.250000
2653	1	10.750000
4572	0	7.250000
3415	1	15.125000
9383	16	118.375000
503	1	14.500000
4080	1	9.500000
18	1	151.625000
6481	0	4.250000
2115	1	10.000000
4565	1	12.750000
8928	1	8.500000
6418	0	4.500000
2218	0	9.500000
1839	1	10.500000
5116	0	9.500000
3184	1	10.500000
3098	11	97.750000
6921	1	10.500000
1519	1	13.125000
8429	1	10.500000
234	0	11.750000
7003	0	9.500000
1170	0	9.500000
224	0	12.000000
9219	1	13.000000
859	1	9.500000
9829	0	11.375000
9199	0	9.500000
4901	0	8.500000
9813	11	263.250000
9626	0	10.500000
205	2	2.250000
6106	0	10.000000
7820	0	8.500000
7405	0	9.500000
3985	0	10.500000
6296	1	23.750000
2412	6	69.750000
6629	1	13.500000
3638	0	13.250000
5736	0	2.250000
3831	2	31.125000
4339	0	12.000000
4564	0	8.500000
5057	1	11.000000
1754	1	8.500000
9837	1	11.500000
7056	0	8.500000
892	0	4.500000
5018	1	10.500000
8283	1	9.500000
9938	10	143.125000
5260	1	11.250000
274	1	11.000000
2432	1	19.125000
7334	1	15.125000
3108	1	13.250000
7329	17	199.125000
3430	0	8.500000
6484	1	18.500000
2580	1	9.500000
4694	1	10.500000
9347	0	5.750000
5312	1	16.875000
1466	0	9.500000
6612	1	25.750000
2636	17	130.625000
8634	0	10.250000
3747	0	9.500000
1786	0	10.500000
9457	2	49.625000
3914	1	10.500000
5642	0	5.500000
1747	1	15.500000
1657	1	13.250000
5083	1	12.750000
987	0	12.000000
121	1	17.000000
3021	0	3.750000
4844	0	8.500000
9288	1	31.375000
9633	1	10.500000
8819	0	12.000000
1851	0	9.500000
4595	1	8.500000
229	1	10.500000
8898	1	10.250000
15	0	4.000000
3380	0	2.250000
5506	1	10.000000
4220	64	664.500000
7020	1	17.250000
7674	0	12.000000
8901	1	9.500000
8652	1	21.000000
1135	1	10.500000
667	1	21.750000
5371	0	9.000000
8065	6	56.250000
4099	1	9.500000
7578	0	12.000000
1801	0	11.000000
8870	1	9.500000
2211	1	27.750000
3090	0	12.000000
3176	23	223.500000
7230	0	5.500000
2789	1	10.250000
7433	1	10.000000
7305	1	13.500000
2278	1	14.750000
5251	0	11.750000
512	0	9.500000
1435	0	11.500000
2241	1	17.500000
8351	0	10.750000
342	0	12.000000
1203	1	13.000000
3099	1	10.500000
2995	1	11.750000
