file_number	genotype_raw	phenotype_binary	complexity_entropy
1	6,1,4,0,0,3,2,6,2,6,0,5,6,0,7	10001111111111110000000001111111110000000001111111	33.86
2	3,2,0,3,1,5,6,4,1,5,3,7,4,7,5	11110011111111100011111111100011111111100011111111	28.22
3	3,6,0,7,5,3,4,1,5,4,2,5,5,4,0	11110001111111111000111111111000011111111100001111	33.86
6	4,4,2,0,3,3,4,3,0,2,6,1,0,3,5	11111111111111111111111111111111111111110000000000	16.93
7	4,7,4,4,6,7,7,2,1,7,1,7,6,1,3	11001111111110001111111100111111111001111111100011	39.51
11	7,6,3,4,2,5,7,3,4,4,4,3,6,7,4	11111110001111111110000111111110000111111110000111	33.86
12	4,0,4,1,3,4,1,0,1,6,5,2,6,4,3	11110000111110000111110001111100001111100001111100	31.04
13	1,6,0,6,0,6,7,0,2,6,5,4,6,6,4	11111100011111110001111111000111111100011111110001	25.4
14	6,7,4,6,4,3,0,1,1,7,5,5,3,1,6	11000011111100000011111100000010100000000000000000	42.33
15	0,0,7,3,7,0,4,2,6,6,3,2,6,2,4	11000011110000011110000111100000111100001111000001	33.86
16	7,1,1,0,7,2,5,2,6,1,4,0,2,5,5	11111111111111111111110000000000000000111111111111	22.58
18	4,2,3,5,5,5,7,2,7,1,2,5,1,7,5	11110000111111111111111111100001111000001111000001	36.69
19	3,4,1,7,2,5,0,5,6,3,6,4,4,4,7	10011111100000111100000111100000000000000000000000	33.86
20	0,0,2,1,4,6,2,5,1,5,1,7,7,7,1	11110011111100111110011111001111100111111001111100	36.69
21	3,5,0,6,2,7,2,7,3,5,5,4,2,5,7	11000111111111111100000001111111000000000000000000	36.69
22	2,2,1,3,7,7,1,5,4,1,6,2,6,5,6	11110000011111000011111000011111100001111100001111	33.86
24	6,4,0,2,6,0,0,0,4,4,1,6,2,7,5	10000111111111111100000000111111111000000001111111	33.86
25	1,6,7,4,3,3,0,6,3,7,2,0,7,6,6	11000001111000001110000011100000111000000111000001	39.51
26	7,7,4,7,6,6,0,3,2,2,4,3,3,3,1	11110001111111000011110000111100001111000011110000	33.86
27	1,1,7,4,0,6,6,4,5,3,3,5,2,3,3	11100111111000111111001111110001111100011111100111	39.51
28	1,1,5,4,3,1,6,0,0,3,5,7,1,1,0	11111111111111111111111100011111111111111111111111	22.58
29	1,5,3,6,1,2,3,3,5,0,1,6,4,7,1	11111111110011111111111100111111111111000111111111	31.04
31	6,6,4,0,3,3,1,3,5,2,0,6,3,1,4	11000111111111111111111000000000111111111100000000	33.86
32	0,7,7,3,2,6,6,7,3,7,0,5,4,2,7	10001111111111110001111111111000111111111100011111	33.86
33	4,0,1,1,1,4,3,0,1,4,7,4,2,5,2	11111111110001111111111111110000111111111111110000	31.04
34	3,7,7,2,1,7,0,0,5,6,1,3,0,5,0	11100000111111111111111111111111111111111111110000	25.4
35	6,1,0,2,7,7,1,4,5,7,4,1,6,5,2	11100000111100001110000111000011100001000000000000	33.86
36	5,3,6,5,5,7,3,3,5,7,1,0,1,2,2	11100000000000000111111111111111000000000111111110	33.86
37	5,5,7,3,0,2,5,6,7,0,6,2,2,6,5	11111111111111111111100000111111111111111111111111	22.58
38	0,6,2,7,1,0,5,2,5,5,2,5,2,6,3	11100011111111110001111111110000111111111000011111	33.86
39	4,2,4,6,2,5,6,3,0,4,7,7,1,6,7	11111111111000111111111111111111000111111111111111	28.22
40	2,5,6,2,1,2,6,2,3,3,4,5,1,5,3	11111100001111111111111000011111111111111000111111	33.86
41	7,3,1,2,2,3,3,5,4,1,6,7,7,0,6	10011110011100110011100110001100000000000000000000	45.15
42	4,0,1,7,7,2,4,2,6,6,5,4,4,5,6	10000111111100001111000011111000010000000000000000	42.33
43	1,0,1,4,5,3,3,2,0,0,0,4,5,0,2	11111000011111111111100001110000111000011100001111	33.86
44	1,4,4,4,5,4,1,0,0,3,2,4,6,7,6	11111001111110001111110001111110011111100011111100	33.86
45	6,5,5,3,2,2,6,0,5,2,1,5,2,7,2	11111000011111111111111000011111111111111100001111	33.86
