Complexity,Freq,Status
7.4083,102657.0,Rand
8.89,13914.0,Rand
8.1491,31461.0,Rand
7.4083,83409.0,Rand
8.89,13579.0,Rand
10.3716,29465.0,Rand
7.4083,31199.0,Rand
8.89,33377.0,Rand
8.1491,3420.0,Rand
7.4083,24935.0,Rand
8.89,4211.0,Rand
10.3716,3897.0,Rand
8.89,8894.0,Rand
8.89,37370.0,Rand
10.3716,16594.0,Rand
9.6308,983.0,Rand
8.1491,3946.0,Rand
8.1491,54848.0,Rand
10.3716,189848.0,Rand
8.1491,55921.0,Rand
5.9266,14359.0,Rand
7.4083,159004.0,Rand
8.1491,11361.0,Rand
8.89,67177.0,Rand
7.4083,40739.0,Rand
9.6308,37166.0,Rand
5.9266,2076.0,Rand
10.3716,72109.0,Rand
9.6308,2170.0,Rand
6.6675,184998.0,Rand
8.89,586.0,Rand
8.1491,20311.0,Rand
8.1491,97560.0,Rand
8.89,6091.0,Rand
8.89,35655.0,Rand
5.9266,3167.0,Rand
9.6308,32753.0,Rand
7.4083,44045.0,Rand
8.89,4915.0,Rand
8.1491,22700.0,Rand
8.1491,15048.0,Rand
6.6675,82475.0,Rand
8.89,50747.0,Rand
6.6675,9345.0,Rand
7.4083,1187.0,Rand
9.6308,18807.0,Rand
8.89,3748.0,Rand
9.6308,4025.0,Rand
9.6308,14629.0,Rand
7.4083,136498.0,Rand
6.6675,42241.0,Rand
7.4083,3192.0,Rand
8.1491,50391.0,Rand
7.4083,32929.0,Rand
8.1491,29052.0,Rand
8.89,12383.0,Rand
7.4083,26851.0,Rand
9.6308,1376.0,Rand
7.4083,10998.0,Rand
7.4083,21863.0,Rand
7.4083,21245.0,Rand
8.1491,6647.0,Rand
8.89,5982.0,Rand
7.4083,1700.0,Rand
8.1491,16680.0,Rand
7.4083,6305.0,Rand
8.89,10746.0,Rand
9.6308,5079.0,Rand
8.1491,103193.0,Rand
8.89,1999.0,Rand
9.6308,6433.0,Rand
9.6308,44488.0,Rand
8.1491,65234.0,Rand
9.6308,35287.0,Rand
7.4083,53605.0,Rand
8.1491,106708.0,Rand
8.1491,9458.0,Rand
8.89,5039.0,Rand
9.6308,28386.0,Rand
7.4083,52551.0,Rand
8.89,54862.0,Rand
9.6308,9574.0,Rand
10.3716,908.0,Rand
7.4083,2672.0,Rand
8.89,96742.0,Rand
8.89,7711.0,Rand
5.9266,156408.0,Rand
8.89,22892.0,Rand
10.3716,3494.0,Rand
8.89,4989.0,Rand
9.6308,10423.0,Rand
8.1491,28105.0,Rand
6.6675,16363.0,Rand
7.4083,86598.0,Rand
7.4083,110409.0,Rand
7.4083,28825.0,Rand
9.6308,47118.0,Rand
8.1491,10832.0,Rand
8.89,14992.0,Rand
9.6308,2823.0,Rand
8.1491,15379.0,Rand
4.445,5870.0,Rand
6.6675,5801.0,Rand
8.1491,3622.0,Rand
7.4083,21654.0,Rand
8.1491,9615.0,Rand
8.1491,27093.0,Rand
8.1491,28111.0,Rand
7.4083,24367.0,Rand
8.1491,8620.0,Rand
8.1491,100279.0,Rand
9.6308,12404.0,Rand
9.6308,4782.0,Rand
8.1491,68465.0,Rand
7.4083,774.0,Rand
8.89,4152.0,Rand
8.89,14575.0,Rand
8.1491,6664.0,Rand
8.1491,5788.0,Rand
8.1491,49578.0,Rand
7.4083,37238.0,Rand
7.4083,10755.0,Rand
8.1491,53465.0,Rand
8.1491,38072.0,Rand
8.1491,26629.0,Rand
7.4083,24922.0,Rand
10.3716,5115.0,Rand
