file_number	genotype_raw	phenotype_binary	complexity_entropy
1	6,5,2,2,0,1,2,6,2,2,5,5,6,6,7	11111110000011111111111000001111111111100000111111	28.22
2	4,2,0,3,7,5,7,4,1,4,3,7,4,7,5	11111111110000011111111111111111111111100000011111	28.22
14	6,1,4,6,6,3,0,2,6,7,5,5,3,0,6	11111100000000001111111111110000000000001111111111	31.04
15	0,5,6,3,7,0,6,2,6,2,3,2,6,0,4	11110000000000111111110000000000111111111000000000	31.04
19	1,6,1,7,5,7,0,5,6,3,6,4,4,0,7	11111100000001111111110000000001111111111000000000	31.04
20	0,0,2,1,4,0,2,1,1,5,1,7,0,0,1	11100000000111111111111111111111111111111111111111	22.58
21	3,5,6,6,4,6,0,7,0,5,7,5,2,5,7	11111100001111111111111111000000000011111111110000	33.86
34	3,3,6,2,1,5,0,0,5,6,5,3,7,5,0	11111111000011111100000111110000011111000001111100	33.86
35	6,1,5,4,0,3,1,4,3,5,4,1,6,5,5	11111100000000011111100000111111000000111110000001	36.69
41	7,1,1,2,6,6,1,5,4,1,6,2,7,0,6	11100000011111110000001111110000011111100000011111	36.69
42	4,3,1,7,7,1,5,2,6,4,5,0,4,7,6	11111111111111111111111100000000000000000000000000	16.93
44	1,0,4,2,5,2,1,0,0,3,2,4,0,0,7	11100000000111111111111111111111111111111111111111	22.58
56	2,0,1,7,1,0,4,0,5,6,3,7,6,0,5	10000111111110000000011111110000000011111110000000	31.04
57	7,3,1,2,5,1,0,1,7,1,7,5,7,5,7	11000001111111100000111100000111100001111100001111	36.69
61	2,0,7,4,4,6,1,7,6,5,5,5,3,6,1	11111000011111111111100000111111000000111111000000	33.86
64	5,0,0,7,6,7,0,0,2,7,2,5,1,3,1	11100000000000000000000000000000000000011111111111	22.58
67	2,7,5,0,7,1,0,5,3,3,5,5,0,5,2	11111111000000011111111111111111111111111111111111	22.58
70	2,3,5,1,1,2,4,1,2,3,5,6,5,5,7	11111110000111111111110000011111111110000011111111	33.86
85	4,6,0,6,5,2,7,5,3,1,1,7,3,1,6	11110000001111111111111111111111111111000000000000	25.4
88	3,1,3,7,7,3,3,4,2,0,3,1,4,1,3	11111111111111111111111111110000000000000011111111	22.58
92	0,5,4,6,7,4,0,6,6,0,6,4,2,6,1	11111111111111110000001111111111111110000001111111	25.4
93	0,6,5,1,3,2,5,7,2,4,5,4,6,2,3	11111111111000000111111111111100000111111111111100	31.04
95	5,4,4,1,1,4,2,5,6,6,6,2,5,0,6	11100000011111111000000111111000001111110000001111	39.51
96	6,1,0,6,6,1,5,3,0,6,1,2,1,4,1	11111111111111111111110000000000000001111111111111	22.58
109	5,3,3,3,2,5,0,4,2,4,4,3,3,4,4	11110000001111111111111100000000001111111110000000	33.86
112	0,5,1,1,6,4,5,2,5,5,5,6,4,0,5	11100001111111111111100000111111111111100001111111	33.86
113	7,3,2,2,7,4,0,7,7,4,7,6,0,5,6	11000000111111111111111111111111111111111111111111	22.58
119	1,4,1,5,6,5,0,2,0,1,6,7,6,7,6	11111111111000011111111000011111111000111111111000	31.04
124	7,5,1,0,6,5,7,7,0,7,5,5,4,1,0	11111111111111111111111111111111111100000111111111	22.58
127	7,3,6,6,1,4,1,2,7,2,3,5,7,4,6	11000001111111100000011111000001111110000011111000	39.51
137	7,1,4,6,7,5,3,5,6,6,7,3,3,3,1	11111100000000011111111111111100000001111110000000	36.69
138	3,0,4,2,1,1,2,4,1,1,3,1,0,0,5	11111110000000000000000001111111111111111111111111	22.58
139	1,1,4,5,1,6,6,1,3,7,0,3,5,1,1	11111000000011111111111111111111111000000111111100	33.86
149	6,3,4,3,6,1,3,1,6,5,3,3,5,4,3	11110000000001111111111111100000000011111111111111	25.4
150	0,1,3,7,1,4,1,6,6,1,7,7,6,0,4	11000111111000011111000011110000111100001111000001	42.33
151	4,5,1,3,6,0,3,4,5,6,3,2,3,1,7	11000000000000111111111111111111000000000011111111	31.04
153	1,5,4,5,6,3,2,5,4,6,5,4,0,1,1	11110000000011111111111111111111111111111111111111	22.58
160	1,4,6,4,5,7,1,7,3,2,5,6,5,5,5	11111000111111110000111111110000111111100001111111	33.86
168	1,1,0,3,1,0,0,6,5,7,5,5,0,7,7	11000000111111111111111111111111111111111111111111	22.58
179	0,6,6,4,4,1,4,6,6,5,2,6,6,0,1	11100000111111111100001111111111000011111111110000	28.22
184	0,3,6,7,1,3,1,6,6,0,7,7,7,2,5	11110000111110000111110000111100001111100001111000	33.86
195	2,0,5,0,0,5,2,3,4,7,4,1,5,0,3	11100000000111111100000011111100000011111100000011	36.69
199	2,4,4,1,6,5,3,6,6,2,6,6,1,0,3	11100000111111111111111111111111111111110000001111	28.22
210	5,1,1,7,1,3,1,2,6,6,4,6,7,0,4	11100000011111110000000111111000000011111110000001	36.69
211	4,1,5,7,3,7,5,1,5,0,2,6,0,3,4	11111111100000001111111111111111111111111111111111	22.58
223	6,3,7,2,0,0,1,4,0,4,2,5,7,3,7	11111000011111111110000011111111100001111111111000	33.86
230	5,5,4,0,1,5,6,3,6,1,5,7,4,1,0	11111111111111111111000011111111111111111111111000	25.4
234	6,2,4,0,5,3,1,4,7,4,4,6,0,3,5	11000000111111111111111111111111111111111111111111	22.58
249	5,6,5,0,4,4,2,3,7,0,3,7,6,1,4	11111000011111111111000001111111111100000111111111	31.04
251	0,1,3,1,4,0,4,3,2,5,5,5,5,3,4	11111100000011111111111000000111111111110000001111	28.22
267	0,6,0,0,6,6,1,4,0,5,1,2,5,6,4	11111111111110000000001111111111111111100000000111	28.22
272	0,5,3,3,3,1,5,1,1,6,5,4,6,7,4	11111111111111111110000011111111111111111111100000	25.4
284	1,6,7,6,2,4,0,0,1,4,2,2,6,5,6	11111000000111111111000001111111100000111111110000	33.86
285	6,7,6,0,2,6,2,6,6,7,4,6,5,3,4	11100001111111111100001111111110000111111111100011	39.51
290	1,1,6,2,4,2,1,7,5,3,2,7,4,4,6	11000001111111111111100000111111000001111110000011	36.69
293	4,4,5,5,4,4,2,1,6,7,4,5,3,1,3	11000001111111111111111100000000111111111000000000	33.86
301	0,4,1,6,0,5,2,4,4,7,1,6,7,4,2	11100001111111111100001111000001111000001111000001	36.69
303	0,2,2,1,1,4,5,4,5,5,3,4,6,1,6	11100000111111110000011111111000001111111100000111	28.22
306	7,4,6,4,7,7,1,7,7,2,1,6,4,0,6	11000001111111111111111111000000000000111111111111	31.04
310	3,7,1,3,3,7,5,3,7,6,4,3,2,5,4	11111000000000111111111111111111111100000011111110	33.86
311	1,4,6,3,5,7,2,6,3,6,4,3,6,2,5	11100000011111111000001111111100000111111110000011	31.04
316	7,3,7,0,6,7,2,7,7,2,2,3,3,7,3	11111110000000011111111111111111100000000111111111	28.22
323	0,6,1,2,7,4,1,2,7,3,7,4,7,5,1	11111111000001111111111000001111111111000001111111	28.22
327	2,6,2,1,6,3,1,7,5,0,5,4,7,0,5	11110000001111111110000001111111110000001111111110	28.22
328	2,2,6,0,3,2,6,1,5,6,5,4,0,7,7	11111100000000111111111111111111111111111111111111	22.58
352	3,2,1,6,2,2,0,3,3,0,6,2,5,1,6	11111000000001111111100000001111110000001111111000	42.33
368	6,7,2,5,0,2,2,0,6,7,1,5,6,5,1	11110000011111111111111000000111111000000111111000	36.69
375	2,1,3,4,1,4,0,3,3,2,2,1,3,4,0	11111111111111100000000001111111111111111000000000	22.58
384	1,4,7,3,4,1,3,6,2,3,4,5,1,2,2	11111111000000111111111111111111111111111000000111	28.22
394	4,3,6,7,7,6,6,5,2,6,3,4,3,6,5	11111111000000011111111111111111111000000011111111	28.22
399	7,6,1,4,6,2,1,3,0,4,7,7,6,6,5	11111110000111111111111100001111111111111000011111	28.22
408	4,5,1,4,4,6,4,2,7,7,4,7,7,1,4	11000011111111000000111111000000111111000000111110	36.69
411	6,6,6,4,7,5,0,4,4,5,4,1,7,3,4	11110000000111111110000001111110000001111110000011	39.51
413	4,1,3,1,0,0,2,1,5,7,3,6,6,0,6	11000011111111000000011111110000000111111000000011	39.51
414	6,5,4,6,1,2,3,7,2,7,4,1,3,5,6	11111111100000000000001111111111111111100000000000	28.22
415	0,0,5,1,4,2,1,2,3,6,6,5,1,4,0	11111111110000011111111111111111111100000111111111	28.22
421	6,0,5,6,5,7,6,7,2,6,3,5,5,4,7	11110000001111111111100000011111110000000111111100	36.69
422	3,0,3,0,7,2,5,0,5,4,7,2,0,0,6	11100000000000000111111111111111111111111111111111	22.58
433	4,7,0,3,4,5,3,5,1,7,7,5,4,2,1	11111111000001111111111110000011111110000011111100	36.69
437	5,1,2,0,5,4,3,2,3,3,5,5,6,5,2	11111111110000001111111111111110000011111111111111	28.22
440	5,4,0,7,6,5,4,6,3,7,1,0,5,5,6	11111111000000000000000000000000001111111000000000	25.4
442	6,3,6,1,4,4,0,7,0,4,4,3,3,2,1	11111111111110000001111111111111110000001111111111	28.22
448	7,2,0,2,3,7,1,2,3,1,5,5,6,4,5	11111000001111111110000011111100000111111000000111	36.69
453	4,0,2,1,7,7,4,7,4,3,3,4,0,2,7	11100000000011111111111111111111111111111111111111	22.58
456	4,5,0,3,5,2,2,7,7,0,3,7,1,5,1	11111111111000000011111111111111111111111111111111	22.58
459	3,4,6,7,6,5,0,0,3,6,5,5,3,5,3	11100001111111111111110000000001111111110000000001	36.69
464	0,1,1,4,0,3,1,0,5,3,5,4,6,4,5	11100001111111000011110000111100001111000011110000	31.04
469	3,5,2,3,0,6,4,4,1,1,1,6,6,3,3	11111111111000011111111111111000011111111111111000	25.4
471	6,0,5,3,0,5,3,7,1,1,1,2,6,1,6	11111110000000011111111110000001111111000000111111	33.86
475	7,1,0,1,3,0,1,1,4,2,2,0,3,0,4	11111111111111111111111111111111111111111111111111	5.64
477	3,5,7,4,1,4,6,3,6,3,6,0,4,2,1	11111111111111111111111111111111111111111111111111	5.64
489	7,0,1,3,2,2,2,6,1,4,4,4,6,0,7	11000001111111100000001111111000000011111110000000	31.04
503	5,7,2,4,0,4,5,3,6,0,2,5,5,3,7	11111110000001111111111111100000011111111111111000	28.22
505	0,5,3,0,5,7,5,4,3,6,3,7,7,0,1	11111100001111111110001111111110000111111111000111	33.86
524	5,0,5,0,6,7,3,7,2,3,4,7,0,2,5	11110000011111111111111111111111111111111111111111	22.58
525	1,7,0,6,3,0,2,3,1,5,3,7,4,5,0	11111111111110000111111111111111111111100000111111	28.22
526	4,1,6,7,0,1,4,4,0,3,6,2,4,0,7	11111111000000001111111111111000000001111111111111	25.4
528	3,0,4,5,4,7,0,3,3,0,7,0,6,3,7	11111111111111111111110000000000000000001111111110	25.4
535	1,2,0,6,4,3,1,3,1,7,7,4,5,0,6	11000000111111110000000111111110000000111111100000	33.86
537	2,5,0,0,4,1,7,5,7,5,5,6,7,6,5	11111000000111111111110000001111111111110000011111	33.86
538	1,4,1,5,7,7,2,7,4,7,2,7,6,3,0	11110000011111111111100011111100001111000011110000	39.51
544	5,0,3,6,5,7,2,1,4,6,4,7,4,5,0	11111100001111111111110000000111111100000001111111	33.86
550	6,7,0,6,4,7,0,3,5,3,3,2,2,1,5	11111111111000000000000000011111111111111110000000	28.22
554	6,6,3,0,2,0,1,4,1,0,6,4,2,1,5	11111111111111000000001111111111111111111111111111	22.58
557	1,4,7,2,7,4,3,1,4,6,5,3,5,2,3	11111000000111111111100000011111111110000001111111	28.22
564	7,4,6,6,5,7,2,4,0,6,5,7,4,6,7	11111100001111111111111000011111111111110000111111	28.22
567	5,7,5,1,3,2,2,1,5,2,6,5,3,0,3	11110000011111111111111111000001111111111111111000	31.04
580	1,7,7,7,4,0,1,4,7,5,7,0,7,1,2	11111100000000000000011111110000000000000000111111	28.22
584	0,7,0,5,4,3,0,4,7,2,1,7,2,1,1	11100000111111111111111111111111110000000000000000	25.4
591	4,2,5,0,6,5,0,4,5,7,2,7,7,7,5	11000011111111111100000001111111000000011111111000	39.51
592	1,0,2,3,5,5,3,7,7,6,6,4,5,3,4	11100000111111111100000111110000011111000011111000	36.69
595	7,5,1,5,7,0,3,6,1,0,3,6,4,0,4	11111100000001111111111111111110000011111100000011	36.69
598	5,3,7,6,6,1,2,1,2,5,6,6,2,1,2	11100000011111111111111111111100000011111100000011	36.69
599	2,3,7,5,2,3,4,2,4,7,3,6,1,1,7	11000001111111111111111111111111111111111111000000	25.4
600	7,2,1,6,7,1,2,7,5,7,3,2,6,6,4	11100000000000111111111000000011111110000001111111	36.69
603	4,5,4,6,6,5,0,2,3,6,3,5,2,1,0	11110000000000000001111111111111110000000000000001	28.22
604	6,5,1,6,1,7,6,2,0,3,1,4,1,1,3	11111111100000000111111111111111111111111111111111	22.58
606	4,6,4,3,2,6,1,7,1,5,1,3,6,2,4	11110000000111111111111100000011111100000011111000	39.51
615	1,4,5,6,2,7,1,1,2,5,7,6,3,0,6	11000011111111111110000000011111111100000000011111	39.51
616	6,4,0,6,5,1,6,7,0,5,3,5,3,1,3	11111100000001111111111111111111100000000011111111	31.04
617	2,2,3,4,1,1,0,5,6,5,5,3,5,2,5	11000001111111100000001111110000001111111000000111	39.51
622	1,0,2,7,0,2,6,1,5,2,6,2,6,6,3	11111111111111111111111111111111000000001111111111	22.58
624	4,6,7,5,2,1,4,6,7,6,0,2,7,3,7	11100000000000111111111111111111111111111110000001	31.04
627	7,4,1,4,3,2,0,0,7,6,3,3,5,0,1	11111100000000011111111000000000111111111000000000	31.04
630	0,1,3,1,2,1,1,3,7,6,2,2,5,4,2	11110000000011111111110000000111111111100000000111	33.86
631	1,0,6,0,3,7,2,0,1,3,1,3,1,5,6	11111110000000011111111111111111111111111111000000	28.22
637	2,7,6,6,6,7,1,3,1,6,5,7,7,7,1	11111111111000111111111000111111110000111111110001	33.86
646	4,0,6,3,6,5,0,1,6,5,7,7,3,0,7	11110000000000000011111111111111100000000000000000	25.4
650	3,2,4,1,2,0,0,6,2,4,1,5,2,4,6	11100000011111111111111111111111111111000000000000	25.4
654	1,6,2,6,5,1,7,7,7,5,3,6,6,1,7	11000000111111111111100000011111111111110000001111	28.22
656	0,2,1,0,4,4,4,6,1,3,6,5,4,7,4	11111111111111111111111111000000111111111111111111	22.58
659	2,0,3,3,0,0,7,5,5,4,6,4,2,1,7	11100000001111111111111111110000011111000001111110	39.51
669	1,0,1,4,0,6,6,6,1,7,1,2,3,1,4	11111000000000011111111111111110000000000011111111	28.22
681	1,3,1,2,5,5,0,3,5,1,4,3,7,2,3	11110000011111111000001111100000111100000111110000	36.69
702	3,7,0,5,2,6,4,3,0,6,6,7,7,6,5	11111111111000011111111111100001111111111111000011	31.04
708	4,2,5,1,4,2,3,7,5,2,2,6,3,6,6	11110000001111111111111111111100000011111111111111	28.22
716	6,7,1,6,1,1,0,1,2,5,4,3,7,7,3	11110000001111111100001111100000111110000011111000	36.69
719	7,2,0,4,3,1,0,2,6,6,7,6,5,2,6	11110000000111111110000000011111111000000000001000	39.51
724	1,3,3,7,4,1,1,0,3,4,6,3,2,2,3	11110000000011111111111111111110000001111110000001	39.51
750	1,6,7,3,4,2,0,5,4,4,2,1,5,3,1	11111100000000001111111110000000000111111111000000	28.22
751	5,5,3,0,1,2,4,3,7,7,5,4,2,1,4	11100000001111111111111111111111111100000001111111	28.22
762	2,7,4,6,2,6,2,7,4,1,3,6,2,7,7	11111100001111111111111111111000001111111111111111	28.22
767	6,1,5,6,4,2,3,4,5,6,2,7,3,1,2	11000001111111111111111111000000000000111111111110	33.86
797	6,4,4,3,2,4,1,7,6,4,3,4,6,6,0	11111111000001111111111100000011111111111000001111	33.86
800	3,1,1,7,7,4,5,3,1,0,5,7,6,4,1	11111111111111111111111111111111111111111111111111	5.64
804	7,4,1,1,6,1,3,6,7,3,5,7,5,5,6	11100000111111111111110000111100001111000011110000	33.86
811	3,2,0,2,5,7,2,6,3,7,5,3,7,4,7	11100000001111111000001111100000111111000001111100	42.33
815	3,0,0,6,6,6,6,0,5,3,1,2,7,1,1	11111100000000000011111111111000000000111111111000	36.69
818	1,7,4,4,2,2,3,6,7,1,2,2,4,3,4	11111110000000001111111111111100000000011111111111	28.22
822	7,0,7,4,0,5,4,6,7,3,7,7,6,2,7	11000011111100000111100000111100000111100000111100	36.69
824	5,3,1,4,2,0,6,3,0,4,3,1,7,2,7	11111111111111111111000000000000001111111111111111	22.58
825	3,4,4,4,1,7,2,4,6,6,7,5,3,2,3	11100001111111111110000001111100000011111000000111	36.69
828	6,6,2,2,7,3,5,0,2,5,4,7,5,6,7	11111000001111111111111110000011111111111111000001	33.86
835	3,4,7,4,2,5,6,0,6,6,4,2,5,4,3	11111111000000001111111111100000000011111111111000	31.04
840	7,1,5,7,5,7,1,2,1,6,7,7,4,5,5	11100001111111111110000000111111100000000111111100	39.51
844	6,5,6,1,4,7,6,2,7,3,5,3,7,5,6	11111110000000111111111100000001111111111100000011	33.86
845	1,3,5,3,5,0,5,5,1,7,3,5,0,7,7	11111110000000011111111111111111111111111111111111	22.58
852	5,2,1,2,6,3,5,5,5,3,5,4,3,5,7	11111000000001111111111111111111000001111110000011	39.51
853	0,7,6,7,0,1,3,2,7,3,1,5,7,5,4	11110000111111100001111111000011111100001111111000	33.86
860	2,2,2,3,7,0,3,6,4,7,5,4,2,2,5	11100000000111111111111111111111111111100000000111	28.22
868	1,5,7,0,7,1,0,1,3,4,1,7,5,7,3	11110000111111111111111000011111111111110000111111	33.86
869	1,3,5,1,1,3,7,1,7,4,1,1,4,6,2	11111111111111000000000000111111111111111111000000	28.22
871	2,2,4,2,5,0,1,3,0,3,6,6,4,0,7	11110000111111111111111100001111111111111110000111	33.86
873	4,5,2,7,5,3,5,6,6,4,7,6,2,4,7	11100000011111111111111111111111111000000011111111	28.22
874	6,3,3,7,5,2,5,7,5,7,3,5,1,0,5	11000001111111111111111111111111111111111111111111	22.58
879	4,5,4,3,2,7,1,2,3,7,3,1,5,1,7	11100000000111111111100000001111111100000001111111	33.86
884	4,5,5,1,0,4,0,0,5,7,6,4,3,2,6	11100001111111111111000000000111111111000000000011	39.51
885	0,0,5,3,0,6,4,4,5,0,5,7,6,7,4	11111111111111111111110000011111111000001111111000	31.04
887	0,4,2,2,7,3,5,0,5,5,0,7,3,2,6	11000000011111111111111111111111111111111111111100	28.22
899	7,2,6,3,7,5,4,6,3,4,7,4,3,4,6	11111100000001111111111111111111000000011111111111	28.22
902	5,7,7,1,2,6,0,0,6,4,4,5,3,2,5	11100001111111111111110000000000111111111100000000	33.86
908	5,7,4,4,6,2,2,0,3,5,4,4,4,3,2	11111000000011111111111111100000011111111111111100	31.04
917	1,3,1,1,3,5,0,7,0,5,6,7,6,3,0	11111111111111111111111111111110000000000111111111	22.58
918	5,3,3,5,5,7,4,1,7,2,3,7,4,5,2	11111100001111111111111111110000111111111111111111	25.4
927	0,4,4,1,7,7,6,5,7,1,6,7,2,3,3	11111111110000111111111111111111100000111111111111	28.22
932	1,3,2,2,5,4,7,5,6,7,5,2,3,6,3	11111111111000000000001111111111111111111100000000	28.22
943	3,2,3,6,3,7,7,0,2,2,2,1,5,3,6	11111111111111111100000000000011111111111111111111	22.58
944	6,7,0,4,2,1,1,7,3,3,6,4,6,6,6	11110000001111111110000011110000011110000011111000	39.51
948	2,2,5,5,7,5,7,3,1,7,2,3,5,7,0	11111111111111111111111111111111111111111111111111	5.64
950	3,3,4,3,0,2,1,6,2,2,1,7,1,4,6	11100000011111111111111111111111111111111000000000	25.4
953	1,5,7,6,1,6,0,6,7,2,3,3,7,3,6	11000011111111100000111111000000111110000001111110	42.33
954	7,2,4,2,3,3,3,3,5,7,5,3,5,3,7	11100000001111111111000001111100000111110000011111	33.86
966	0,4,1,2,5,7,4,2,6,7,3,2,3,1,4	11100000000011111111111111111000000000111111111111	28.22
971	1,6,5,6,4,6,5,5,6,6,4,6,3,1,6	11000001111111111111110000011111000001111000001111	39.51
979	4,7,7,5,2,2,7,1,5,4,4,6,7,0,1	11110000111111111000001111111100000111111110000011	33.86
986	3,0,4,1,0,0,5,0,7,7,1,0,4,1,5	11100000000000000000000011111111100000000011111111	31.04
992	2,2,0,1,7,3,3,6,5,2,1,7,7,0,1	11100000111111111111111110000000001111111110000000	33.86
1000	6,6,5,6,6,5,6,6,6,5,4,1,3,1,7	11110000000000000011111111111111100000001111111100	36.69
1003	5,1,3,0,7,7,0,0,3,1,3,7,3,4,6	11100000111111111111111111000000000001111111111100	33.86
1007	0,0,3,2,5,5,0,6,3,5,6,5,1,6,7	11000001111111111111111111111111111111111111111111	22.58
1009	1,0,4,1,6,0,0,3,6,7,1,2,3,3,7	11000000000011111111111111111111000000000000011111	31.04
1014	1,0,6,7,3,6,1,1,7,5,7,3,5,3,7	11000001111111100000011111100000011111100000011111	33.86
1028	1,4,3,3,2,4,2,3,4,2,6,5,7,0,6	11000001111111000011111110001111111000011111100001	42.33
1029	7,6,7,1,0,6,7,5,0,6,1,2,2,1,3	11111111111110000000001111111111111111111111110000	28.22
1033	4,4,6,7,4,4,0,3,4,7,2,4,4,6,1	11100000011111111111111000000001111111110000000001	39.51
1034	7,0,0,3,0,5,5,5,4,5,3,2,7,1,7	11000001111111100000001111111000000011111110000000	31.04
1036	5,4,0,4,1,0,4,6,7,3,1,7,7,7,2	11110000001111111111111111000000011111100000011111	36.69
1041	0,4,4,0,0,2,7,1,5,5,1,6,6,7,1	11111111110000111111111100001111111110000111111111	28.22
1046	3,1,7,1,4,0,0,4,7,4,7,3,7,4,2	11100000011111110000001111111000000111111100000011	28.22
1048	6,6,4,5,6,1,1,0,4,5,4,3,4,7,6	11110000000011111111111110000011111000001111110000	39.51
1062	5,3,7,3,1,0,0,4,6,2,3,5,6,6,5	11100001111111111000011111000011110000111100001111	36.69
1066	4,6,6,1,2,0,1,7,7,1,4,7,2,5,6	11100000111111111111111111111000001111111111111111	28.22
1067	3,2,4,6,4,6,7,4,4,4,0,5,2,1,3	11100000000111111111111111111111111111111111111111	22.58
1073	1,3,0,7,7,6,5,5,2,2,3,7,1,2,5	11111000001111111111111111111111111111111111111111	22.58
1074	4,0,7,1,4,1,0,3,2,5,5,4,4,6,4	11100000011111111111000011111000001111100000111110	36.69
1076	2,3,4,5,0,2,5,5,5,5,5,6,4,3,7	11100001111111111000011111111110000111111111000001	33.86
1077	2,4,2,4,0,7,1,0,6,6,5,4,7,7,0	11111111100001111111000011111110000111111100001111	28.22
1084	5,1,0,6,5,2,6,1,7,5,5,6,3,2,1	11100000011111111111111111111000000000011111111111	31.04
1085	4,0,7,7,0,6,1,7,5,5,2,3,4,2,0	11111000000111111111100000000011111111100000000001	36.69
1086	6,4,6,1,6,4,5,1,2,5,7,7,7,6,6	11111111000011111111111100001111111111110000111111	28.22
1088	2,6,7,2,4,7,5,0,3,5,7,7,2,2,7	11110000111111111111111000011111111111111110000111	33.86
1094	1,1,7,2,5,7,1,2,1,4,6,4,4,7,1	11111111111111111111111100000111111111111111100001	28.22
1098	5,0,7,7,7,0,4,2,0,7,4,0,6,6,4	11111111111111111111111111111111111111111111111111	5.64
1099	6,1,1,0,2,2,2,0,4,3,3,3,4,4,4	11111000000001111111111111100000111111000001111110	39.51
1101	3,1,7,7,2,3,6,3,1,3,7,5,3,3,2	11111111111111111111111111111000000111111111111111	22.58
1102	7,6,0,4,7,4,5,6,1,6,1,4,7,5,4	11111100000000111111111111111100000111111000000111	39.51
1108	3,6,5,7,3,4,5,6,6,4,1,3,5,6,3	11111100000000111111111111111100000000111111111111	28.22
1114	5,5,4,0,7,7,2,6,5,2,6,7,3,7,6	11111100001111111111111110000011111111111111100001	31.04
