file_number	genotype_raw	phenotype_binary	complexity_entropy
4	1,3,4,5,0,4,2,4,5,3,1,0,4,1,7	11100000000000000011111111111000000000111111111100	33.86
6	4,7,6,1,3,1,4,3,5,7,3,5,2,7,7	11110000001111111111111111111111100000011111111111	28.22
10	0,6,4,5,5,3,0,3,3,3,3,2,7,6,1	11111111100000011111111100000011111111000000111111	31.04
16	7,2,1,2,7,2,4,2,1,0,4,6,6,2,2	11111111111111111111111111111000000011111111111111	22.58
17	6,7,0,3,7,3,0,7,2,6,1,5,5,1,2	11110000000000000000000011111111111100000000000001	31.04
23	6,1,6,6,0,4,7,2,5,3,6,1,2,7,3	11111111111111111111111111111111111111111111110000	16.93
29	5,5,0,6,6,6,2,4,7,2,1,6,4,3,2	11100000011111111111111111111000000000000011111111	31.04
30	6,7,0,2,6,6,5,1,2,4,7,3,7,6,2	11111111111111111111111111111000000011111111111111	22.58
47	2,1,0,1,0,2,5,3,2,0,0,3,7,5,1	11111111111111111111111111111111111100000000111111	22.58
49	2,2,3,1,6,1,0,2,5,7,0,6,1,1,5	11000000000011111111111111111111111111111111111111	22.58
50	7,4,0,0,6,3,2,1,1,1,5,0,2,4,4	11111111111111111111111111111111111111111111111111	5.64
53	5,0,7,5,6,3,7,0,0,1,5,0,2,3,2	11111111111111111111111111111111111111111111111111	5.64
58	5,0,6,0,1,4,6,2,5,0,2,4,2,4,1	11111111111111111111111111111111111110000000111111	22.58
74	5,2,0,0,5,2,4,2,1,2,3,2,0,6,0	11111111111111111111111111111111111111111111111111	5.64
76	1,5,5,2,7,6,4,7,6,1,0,0,6,1,1	11111111111111000000000000000000000011111111111111	22.58
86	5,1,7,7,5,7,2,6,1,7,3,1,1,0,0	11111111100000000000000111111111111111111111111111	22.58
98	7,7,3,7,2,4,0,7,1,2,1,0,2,0,1	11111111000000000000000000001111111111111111111100	28.22
101	0,7,6,2,0,0,6,4,2,1,3,4,4,5,7	11111111111111111000000011111111111111110000001111	28.22
102	4,5,7,7,4,3,4,5,4,6,5,5,5,1,3	11100000111111111110000011111111111000000111111111	31.04
103	4,4,7,3,6,1,2,6,6,6,2,0,3,6,4	11111110000000000000000000000001111111111111100000	28.22
105	1,6,3,1,0,0,5,1,1,4,0,2,5,7,7	11111111110000000000111111111111111111110000000000	25.4
108	4,1,5,7,4,2,1,3,7,4,5,6,6,1,2	11000011111111000000111111000000111111000001111110	42.33
110	1,7,7,7,7,6,0,1,4,3,5,0,1,5,5	11111111000000000000000111111111111111111111000000	28.22
111	7,7,6,1,2,3,7,5,6,2,3,7,2,0,2	11110000011111111111111111111111000001111111111111	28.22
120	0,4,4,6,3,6,7,1,2,7,1,7,3,6,6	11110000011111111111111111000001111111111111111100	28.22
122	2,7,1,2,5,7,3,6,0,2,7,1,7,1,7	11111111111111111111111111111000000000011111111111	22.58
123	7,3,4,1,0,4,4,3,6,0,6,0,3,2,6	11111111111111111111111111111111111111111111100000	16.93
130	4,5,7,4,5,6,7,3,1,2,1,3,6,3,1	11111111111111111111111111111100000001111111111111	22.58
135	0,3,2,4,7,0,7,0,4,1,3,4,4,0,0	11111111111111100000000111111111111111111111110000	28.22
161	2,6,4,4,4,6,4,7,2,0,4,1,0,7,6	11111111111111111111111111111111111111111111111111	5.64
175	7,0,0,4,4,5,4,0,0,2,7,7,3,3,1	11111111111111111111111111111100000111111111111111	22.58
187	4,5,7,1,6,3,2,4,3,4,5,1,6,1,0	11111111111111111111111100000000000111111111111111	22.58
188	4,0,0,3,1,7,1,5,4,5,7,0,6,7,5	11111111111110000000000000000000000000000000000000	16.93
190	0,3,4,3,7,3,3,7,6,4,6,3,4,6,5	11111100000001111111111110000000111111111110000000	31.04
200	2,5,4,0,7,0,0,6,1,6,3,4,4,6,6	11111000000011111111111111000000111111111111111000	33.86
205	4,7,7,2,0,5,1,0,3,7,1,6,7,7,0	11111111000111111110000111111100011111111000111111	33.86
209	0,6,1,4,5,1,0,6,6,4,2,4,6,7,6	11000000111111111111000001111100000111110000011110	36.69
217	0,6,7,6,3,4,3,0,6,6,3,0,5,4,6	11111100000000000000111111110000000000000111111110	31.04
219	5,0,0,4,2,2,4,7,1,3,3,3,7,5,0	11111111111111111111111111111111111111111111111111	5.64
224	4,1,6,1,4,2,7,6,7,1,7,3,3,6,0	11111111111111111111111111111111111111111111111111	5.64
226	6,2,1,1,1,2,7,0,0,0,7,0,0,6,2	11111111111111111111111111111111111111111111111111	5.64
232	4,5,6,4,1,3,5,2,3,7,3,6,0,4,6	11100000001111111111111111111111111111111111111111	22.58
236	5,1,1,4,3,3,7,6,5,0,6,5,3,7,2	11111111111111111111111111111111111111111111111111	5.64
237	6,0,7,2,4,1,6,2,5,5,7,2,5,5,7	11111111000000000001111111111111100000000001111111	28.22
241	1,2,3,1,5,6,5,0,2,4,5,1,6,2,6	11111111111100000000000111111111111110000000000011	28.22
242	4,4,0,0,6,4,1,1,6,6,1,3,2,2,3	11100000000001111111111111111111111111111000000000	25.4
245	3,0,3,2,5,2,3,5,0,5,5,1,7,2,5	11111111111111111110000000000001111111111111111111	22.58
247	4,3,5,7,4,5,6,4,3,5,6,3,2,6,0	11111111111111111111111111111111111111111111111111	5.64
250	2,7,4,7,2,1,6,3,0,6,3,1,4,4,0	11111111111111111111111111111111111111111111111111	5.64
257	3,2,7,2,1,7,4,6,7,1,5,2,7,7,1	11111111111111111111111111111111111111111111111111	5.64
258	5,6,5,0,3,4,2,6,0,2,2,2,5,1,1	11111111111111111111111111111111000000000111111111	22.58
260	5,3,0,6,4,2,5,7,2,0,3,0,0,6,2	11111111111111111111111111111111111111111111111111	5.64
261	3,0,1,2,3,5,5,3,1,4,4,2,3,3,3	11111111111111111110000000000111111111111111111111	22.58
263	1,7,1,1,5,7,4,6,1,1,7,6,5,4,4	11111111111111111111111111111111000011111111111111	22.58
264	6,0,3,2,6,6,7,2,1,3,4,1,7,5,0	11111111111111111111111111111111111111111111111111	5.64
265	0,3,7,2,6,1,2,5,3,3,3,5,5,2,0	11111111111000001111111111111100000111111111111110	28.22
266	2,4,1,6,1,3,4,0,6,6,0,2,4,2,2	11110000000000001111111111111111111111111111110000	28.22
268	2,0,7,3,0,2,5,7,6,4,0,3,2,4,1	11111110000000001111111111111111111111111111110000	28.22
270	1,2,5,5,6,6,7,2,3,5,5,0,7,7,4	11111111111111111111111111111111111111111111111111	5.64
271	1,7,1,2,0,7,7,6,5,2,7,3,3,3,5	11111111111110000000111111111111111111000000011111	28.22
275	4,2,1,4,5,6,7,6,1,7,5,5,0,4,7	11111100000000111111111111111111111111111111111111	22.58
278	4,7,7,5,3,6,4,1,2,0,0,5,3,3,4	11111111111000000111111111111111111111111111111000	28.22
283	3,0,6,1,7,4,7,7,1,4,5,6,0,5,2	11111111111111111111111111100000011111111111111111	22.58
294	3,1,4,2,6,6,4,5,4,0,6,1,0,7,0	11111111111111111111111111111111111111111111111111	5.64
296	7,1,2,2,4,7,2,3,2,1,6,3,0,3,1	11111111111111111111111111111100000000001111111111	22.58
305	2,4,3,1,0,4,0,0,7,7,2,5,6,0,0	11111000000000001111111110000000001111111110000000	31.04
314	6,1,2,7,6,7,0,3,6,6,6,7,5,6,2	11000000000011111111000000001111111100000000100100	36.69
320	3,2,2,1,5,7,3,0,2,5,6,2,0,6,5	11111111111110000000000000111111111111111111111111	22.58
325	5,7,6,5,7,1,0,7,0,2,7,1,0,1,3	11111111111111110000000000000000001111111111111111	22.58
326	1,7,0,1,4,6,1,3,1,6,0,1,2,2,7	11111000000000000000001111111111111111111111111111	22.58
329	4,7,4,1,0,2,4,0,7,4,3,0,7,7,1	11111111111111111111111111111111111111111111000000	16.93
330	3,7,3,2,2,6,4,2,2,7,3,4,0,3,0	11111111111111110000000011111111111111111111111111	22.58
335	2,6,5,3,7,1,3,7,4,6,5,6,0,2,2	11110000001111111111111111111111111111111111111111	22.58
338	7,7,5,3,7,3,5,7,4,7,6,2,0,7,0	11111111111111111111111111111111111111111111111111	5.64
339	4,5,7,4,1,1,1,4,2,1,3,0,7,4,2	11111111111111111111111111111111111111111111111000	16.93
343	3,4,3,1,7,3,1,1,4,4,0,1,4,6,6	11110000000000000000011111111111111111111111111111	22.58
347	4,1,5,1,1,5,2,0,2,4,2,6,1,3,5	11100000011111111111111111111111111111111000000000	25.4
350	6,4,7,5,0,4,5,3,4,4,3,0,1,1,5	11111111000000000000000000000000111111111111111111	22.58
354	2,6,7,2,0,1,4,3,1,4,2,4,4,2,0	11111111111111111111111100000011111111111111111111	22.58
358	0,1,7,3,6,5,0,6,6,1,0,4,6,7,6	11100000011111111111111111111111111110000000000000	25.4
363	3,7,1,4,0,2,2,3,6,4,5,7,7,2,3	11100011111110000111000011100001111000111100001110	45.15
364	5,3,7,0,0,7,0,0,5,7,7,4,1,0,0	11111111111111111111111111111111111111111111111111	5.64
365	0,2,6,4,5,7,1,4,4,0,2,6,1,7,5	11111111000001111111111111111111111000001111111111	28.22
373	6,6,0,2,7,0,2,2,6,4,4,0,4,7,3	11111111111111111000000000000000000000000000000111	22.58
376	2,7,4,6,7,4,3,0,1,1,4,1,6,3,0	11111111111111111111111111111111111111111111111111	5.64
377	1,7,6,0,7,5,0,5,5,4,0,3,0,2,1	11111000000000000011111111111111111111111111111111	22.58
380	2,7,3,2,2,6,2,2,2,5,2,3,2,0,3	11110000000111111111111111111111000000000111111111	31.04
383	7,3,0,6,0,5,4,1,7,7,6,6,0,2,5	11000000111111111111111111111111111111111111111111	22.58
386	1,4,4,6,4,1,7,3,5,4,2,3,4,3,5	11111000000000111111111111111000000000111111111111	28.22
397	2,0,5,4,7,7,4,1,4,1,3,1,6,2,2	11111111111111111111110000000000011111111111111111	22.58
401	1,0,2,6,2,2,7,2,7,0,6,3,5,3,2	11111111111111111111111111111111111111111111111000	16.93
405	1,7,7,4,3,6,5,3,1,2,6,1,5,0,0	11111111111111111111111111111111111111111111111111	5.64
412	1,6,0,5,2,6,5,4,6,0,3,0,4,7,3	11111111111111111111111111111111111111111111111111	5.64
443	0,0,3,7,7,1,4,1,5,7,5,1,2,5,0	11111111111111111111111111111111111111000000000000	16.93
454	4,4,4,1,2,6,2,2,1,0,5,3,5,5,2	11111111111111111111111111111111111111111111111111	5.64
461	6,7,3,6,7,3,1,1,7,0,7,7,2,7,5	11111110000001111111111111111111111111100000011111	28.22
466	7,2,3,1,3,3,7,3,4,7,7,1,6,3,3	11111111111111110000000000000111111111111111111100	28.22
470	0,1,5,5,5,6,4,0,3,1,2,0,6,0,0	11111111111111111111111111111111111111111000000000	16.93
476	7,1,3,7,1,3,5,6,5,6,6,5,7,0,0	11100000111111000001111000011110000011110000111110	42.33
478	3,1,4,0,5,4,1,7,2,6,5,0,6,4,0	11111111111111111111111111111111111111111111111111	5.64
