file_number	genotype_raw	phenotype_binary	complexity_entropy
3	2,6,0,4,5,3,4,1,5,4,2,5,7,4,0	10101010101011010101010101010010101010101010010101	36.69
4	0,3,5,2,6,1,6,5,0,3,7,0,3,0,1	11111111111111100111111111111111001111111111111100	28.22
6	4,4,2,0,3,3,4,3,0,2,7,0,0,0,5	11111000011111111100001111111111000011111111110000	31.04
7	5,2,4,4,6,7,7,2,1,7,1,3,6,1,3	10100000000001111111110000000000000000000000000000	31.04
8	2,4,1,3,2,0,7,4,7,0,4,4,0,2,6	10111111110011111111001111111101111111100111111110	33.86
9	5,2,3,3,3,1,5,4,5,1,2,7,2,5,3	10110111011011101101110110011011101101110110111011	33.86
10	0,5,4,2,0,4,6,3,0,3,0,1,6,6,1	11111110111110011111011111001111101111110111110111	33.86
11	7,2,3,4,2,5,7,1,4,4,6,3,6,7,4	10010110110100101101101001011011010010110110100101	33.86
12	4,0,6,1,3,4,4,0,1,6,5,2,6,4,3	10010110110100101101001011011010010110100101101101	39.51
13	0,6,0,6,0,6,7,0,2,4,5,4,6,6,4	10010101011010101101010110101011010101101010100101	36.69
15	0,0,7,3,7,0,6,2,6,7,3,2,6,2,4	11010100101010110101011010101101010110101011010101	28.22
16	7,7,1,0,7,2,5,2,4,1,4,0,2,5,5	11111100001111110000111111000011111110001111111000	28.22
17	0,7,0,3,2,2,7,3,0,5,2,1,6,7,0	11111111111111111111111111111110111111111111111111	19.75
18	4,5,3,5,4,5,7,2,1,1,2,5,1,7,5	11001111001111001111001111011111011111011111011111	28.22
20	0,0,0,1,4,0,2,5,1,5,1,7,7,2,1	11101010101101010100101010110101010110101011010101	33.86
21	3,5,6,6,2,7,2,7,3,5,7,4,2,5,5	11011010101010101011010101010101011010101010101011	25.4
22	2,2,3,3,7,7,1,5,4,1,0,2,6,4,6	10111101010100000000000000000000000000000000000000	31.04
23	2,3,6,2,7,2,7,0,3,2,7,3,2,7,2	11111110111111110111111110111111110011111110011111	31.04
24	6,4,0,2,6,5,0,0,4,4,1,3,2,7,6	10110011011001000000000000000000000000000000000000	33.86
25	1,6,7,4,3,7,0,3,3,7,2,0,7,6,6	11111011011010000000000000000000000000000000000000	25.4
26	7,7,4,7,6,6,2,3,2,2,4,1,3,3,1	11100111011100111011100111001100111001110111001110	39.51
